TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_Category_Encoded,Target
148.85,Debit,Mesa,ATM,57.0,Doctor,25.000000000000004,1.0,7802.360000000001,0,0
211.36,Debit,Philadelphia,Branch,62.0,Retired,47.0,1.0,2596.61,0,0
391.66,Debit,,Branch,50.0,Engineer,103.0,1.0,2406.31,0,2
185.99,Debit,Fresno,Branch,41.0,Engineer,53.00000000000001,1.0,402.45,0,3
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.43,0,3
20.27,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.3499999999999,0,0
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,1.0,7888.76,0,0
199.02,Debit,Houston,ATM,61.0,Retired,269.0,1.0,4658.89,0,3
104.23,Debit,Louisville,Online,63.0,Retired,107.99999999999999,1.0,5009.29,0,0
353.59,Debit,New York,Branch,52.0,Retired,109.0,1.0,1822.34,0,0
55.86,Debit,Seattle,Online,39.0,Engineer,68.00000000000001,1.0,5346.46,0,2
10.77,Debit,Indianapolis,ATM,31.0,Doctor,178.0,1.0,10704.95,0,3
95.55,Debit,Louisville,Branch,33.0,Engineer,51.00000000000001,1.0,2434.74,0,0
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,0,1
9.1,Debit,,Online,52.0,Retired,63.0,1.0,2791.45,0,2
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.91,0,0
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,0,3
388.1,Debit,Los Angeles,Online,73.0,Retired,40.0,1.0,3022.12,0,0
215.39,Debit,Detroit,ATM,27.0,Student,215.99999999999997,1.0,1582.55,0,3
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,0,0
37.7,Debit,Miami,ATM,20.0,Student,109.0,1.0,1741.1,0,0
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,0,1
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,0,3
314.54,Debit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,0,2
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,0,3
397.01,Debit,Los Angeles,ATM,22.0,Student,100.00000000000001,1.0,719.52,0,0
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,0,0
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,0,3
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,0,1
460.09,Debit,Fresno,Online,35.0,Doctor,146.0,1.0,6990.64,0,3
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,0,2
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,0,2
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,0,1
121.17000000000002,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,0,2
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,0,0
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,0,0
471.88,Debit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,0,2
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,0,0
212.14,Debit,Austin,Branch,72.0,Retired,105.0,1.0,7225.06,0,1
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,0,2
839.33,Debit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,0,0
29.91,Debit,Philadelphia,Online,76.0,Retired,43.0,1.0,2834.84,0,0
4.24,Debit,San Diego,Online,38.0,Engineer,37.99999999999999,1.0,7822.729999999999,0,2
50.29,Debit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,0,2
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.39,0,3
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,0,2
17.95,Debit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,0,2
127.8,Debit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,0,2
16.73,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,0,3
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,0,3
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,0,1
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,0,2
55.12,Debit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,0,3
15.74,Debit,Denver,Branch,27.0,Student,37.99999999999999,1.0,690.16,0,3
353.68,Debit,Las Vegas,,70.0,Retired,145.0,1.0,6777.12,0,3
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,0,2
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,0,0
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,0,3
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,0,2
215.8,Debit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,0,3
899.2850000000002,Debit,Louisville,ATM,41.0,Engineer,247.99999999999997,1.0,6710.51,0,0
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,0,0
688.36,Debit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,0,0
285.18,Debit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,0,2
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,0,1
463.11,Debit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,0,3
150.03,Debit,Columbus,ATM,73.0,,176.0,1.0,7491.42,0,1
211.36,Debit,Fresno,Branch,51.0,Retired,131.0,1.0,2116.36,0,3
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,0,1
377.08,Debit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,0,0
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,0,2
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,0,2
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,1.0,961.6499999999999,0,2
101.34,Debit,Boston,ATM,24.0,Student,45.99999999999999,1.0,703.2599999999999,0,1
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,0,3
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.47,0,1
516.47,Debit,Charlotte,ATM,25.0,Student,94.0,1.0,1305.06,0,1
880.04,Debit,Sacramento,ATM,25.0,Student,29.000000000000004,1.0,261.97,0,2
353.69,Debit,San Jose,Online,45.0,Engineer,163.0,1.0,9500.79,0,2
66.69,Debit,San Antonio,Branch,25.0,Student,140.0,1.0,1210.33,0,2
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.62,0,0
43.91,Debit,Albuquerque,Online,27.0,Student,86.0,1.0,4734.110000000001,0,1
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,0,3
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,0,1
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,0,2
107.48,Debit,Omaha,Branch,22.0,Student,129.0,1.0,591.2299999999999,0,0
36.57,Debit,Omaha,ATM,62.0,Retired,69.00000000000001,1.0,2583.07,0,0
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.40999999999997,0,0
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,0,2
832.3,Debit,Austin,Branch,69.0,Retired,86.0,1.0,4734.110000000001,0,1
180.65,Debit,Charlotte,Branch,22.0,Student,37.99999999999999,1.0,816.0099999999999,0,1
7.759999999999999,Debit,Las Vegas,Online,52.0,Retired,84.00000000000001,1.0,7393.11,0,3
109.3,Debit,Fort Worth,Branch,56.0,Doctor,26.999999999999996,1.0,13510.11,0,3
230.08,Debit,Austin,Online,79.0,Retired,123.99999999999999,1.0,4466.1,0,1
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,0,3
71.29,Debit,Chicago,ATM,68.0,Retired,55.0,1.0,7225.63,0,1
122.44999999999999,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,0,0
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,0,0
62.86000000000001,Debit,Houston,Branch,25.0,Student,30.999999999999996,1.0,1040.43,0,3
175.21,Debit,Mesa,ATM,69.0,Doctor,69.00000000000001,1.0,6039.04,0,0
168.0,Debit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,0,2
11.46,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,0,1
382.07,Debit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,0,0
13.48,Debit,Las Vegas,Online,18.0,Student,20.0,1.0,521.88,0,3
65.32,Debit,Mesa,ATM,28.0,Student,53.99999999999999,1.0,9165.02,0,0
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,1.0,6704.76,0,0
730.1,Debit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,0,1
85.31,Debit,Kansas City,ATM,62.0,Retired,26.999999999999996,1.0,6095.65,0,3
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.76,0,2
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,0,2
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8,0,0
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,0,2
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.00000000000001,1.0,1981.6700000000003,0,3
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,0,3
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,0,2
48.77,Debit,Austin,Online,42.0,Engineer,51.00000000000001,1.0,2040.1600000000003,0,1
289.1,Debit,Baltimore,ATM,27.0,Student,206.0,1.0,4734.110000000001,0,1
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,0,3
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,0,2
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.66,0,3
899.2850000000002,Debit,Portland,Branch,67.0,Retired,79.0,1.0,2011.6,0,2
100.27,Debit,Miami,Online,79.0,Retired,51.00000000000001,1.0,4309.9,0,0
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.4,0,2
899.2850000000002,Debit,Phoenix,,52.0,Doctor,40.0,1.0,836.69,0,2
82.17,Debit,Fort Worth,Branch,28.0,Student,21.000000000000004,1.0,1913.06,0,3
899.2850000000002,Debit,Baltimore,Online,19.0,Student,150.0,1.0,563.46,0,1
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,0,1
590.26,Debit,Austin,Branch,25.0,Student,48.0,1.0,1068.28,0,1
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.7499999999998,0,0
146.01,Debit,San Francisco,Online,26.0,Student,269.0,1.0,221.79,0,2
136.05,Debit,Atlanta,Online,24.0,Student,63.0,1.0,1127.54,0,1
11.57,Debit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,0,0
102.34,Debit,San Antonio,Online,51.0,Doctor,78.0,1.0,4734.110000000001,0,2
7.820000000000001,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,0,1
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,0,1
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,0,2
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.59,0,3
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,0,0
7.79,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,0,0
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,0,0
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,0,1
122.62999999999998,Debit,Milwaukee,Branch,21.0,Student,153.0,1.0,359.06,0,0
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,0,3
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,0,2
82.67,Debit,Milwaukee,Branch,26.0,Student,45.99999999999999,1.0,290.59,0,0
451.35,Debit,Baltimore,Branch,47.0,Engineer,112.0,1.0,7707.959999999999,0,1
299.42,Debit,San Jose,Branch,63.0,Retired,53.00000000000001,1.0,4735.41,0,2
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,0,0
346.76,Debit,San Jose,Branch,21.0,Student,116.00000000000001,1.0,1637.75,0,2
47.48,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.5199999999999,0,3
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,0,1
350.72,Debit,Fresno,ATM,28.0,Student,48.0,1.0,1982.8999999999999,0,3
3.8000000000000003,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,0,1
22.54,Debit,El Paso,Online,26.0,Engineer,42.00000000000001,1.0,7139.11,0,3
767.14,Debit,Mesa,Branch,62.0,Retired,37.99999999999999,1.0,4732.57,0,0
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,0,2
43.65,Debit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,0,1
391.08,Debit,Fresno,Online,56.0,,105.0,1.0,6885.16,0,3
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,0,2
508.15999999999997,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,0,0
36.76,Debit,Philadelphia,Online,65.0,Retired,107.99999999999999,1.0,1228.93,0,0
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.63,0,3
362.09,Debit,New York,Branch,32.0,Engineer,30.999999999999996,1.0,6590.28,0,0
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,0,2
122.35,Debit,Atlanta,Branch,53.0,Retired,188.0,1.0,6472.5,0,1
248.65999999999997,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,0,1
461.25,Debit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.0999999999999,0,2
61.77000000000001,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,0,1
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,0,1
303.97,Debit,Fort Worth,Online,24.0,Student,77.0,1.0,1590.88,0,3
219.02,Debit,San Diego,Online,54.0,Engineer,68.00000000000001,1.0,7375.73,0,2
125.14,Debit,Baltimore,Branch,20.0,Student,30.999999999999996,1.0,1845.18,0,1
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.51,0,1
592.82,Debit,Memphis,Online,74.0,Retired,247.99999999999997,1.0,7508.98,0,0
372.5,Debit,Nashville,ATM,22.0,Student,211.0,1.0,3901.82,0,0
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,0,3
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,0,3
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,0,3
9.18,Debit,San Francisco,Online,22.0,,140.0,1.0,887.3199999999999,0,2
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,1.0,7174.69,0,3
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,0,2
899.2850000000002,Debit,Louisville,Branch,60.0,Retired,138.0,1.0,4315.07,0,0
26.27,Debit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,0,2
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,0,1
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,1.0,1442.29,0,0
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.0900000000006,0,2
881.1,Debit,Phoenix,Branch,28.0,,16.0,1.0,9951.68,0,2
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,0,3
42.72,Debit,Nashville,ATM,37.0,Engineer,143.0,1.0,4734.110000000001,0,0
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,0,2
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.86,0,0
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.00000000000001,1.0,1916.46,0,0
199.8,Debit,Detroit,ATM,20.0,Student,163.0,1.0,4734.110000000001,0,3
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,0,0
899.2850000000002,Debit,Memphis,Branch,31.0,Engineer,135.0,1.0,9977.49,0,0
409.59,Debit,Albuquerque,Online,35.0,Doctor,50.00000000000001,1.0,14563.02,0,1
349.34,Debit,Indianapolis,ATM,28.0,Student,112.0,1.0,614.1399999999999,0,3
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,0,1
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,0,1
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,0,2
590.57,Debit,Milwaukee,ATM,79.0,,93.0,1.0,3224.6,0,0
63.74,Debit,Chicago,Online,63.0,Retired,30.999999999999996,1.0,4336.4,0,1
77.02,Debit,Miami,Online,59.0,,132.0,1.0,800.8299999999999,0,0
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,0,2
899.2850000000002,Debit,Kansas City,ATM,64.0,Retired,75.0,1.0,3173.17,0,3
8.95,Debit,Oklahoma City,Online,76.0,Retired,102.0,1.0,3299.84,0,0
173.6,Debit,Austin,Online,21.0,Student,160.0,1.0,421.44,0,1
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1.0,1035.22,0,1
388.21,Debit,Columbus,Branch,53.0,Doctor,237.0,1.0,9724.49,0,1
484.3,Debit,Boston,Online,61.0,Retired,230.0,1.0,7910.300000000001,0,1
126.04,Debit,Charlotte,Branch,65.0,Retired,167.0,1.0,6041.69,0,1
52.04,Debit,Colorado Springs,Branch,50.0,Doctor,30.999999999999996,1.0,8436.12,0,1
389.7,Debit,Austin,Branch,62.0,Doctor,215.99999999999997,1.0,7125.15,0,1
161.1,Debit,Miami,ATM,19.0,Student,104.0,1.0,239.11999999999998,0,0
309.77,Debit,San Antonio,Online,67.0,Retired,137.0,1.0,4378.14,0,2
838.57,Debit,Phoenix,ATM,41.0,Doctor,273.0,1.0,4734.110000000001,0,2
202.55,Debit,Dallas,ATM,21.0,Student,34.0,1.0,701.7299999999999,0,1
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,1.0,10922.78,0,3
124.98,Debit,Washington,ATM,24.0,Student,78.0,1.0,641.9999999999999,0,2
487.32,Debit,Kansas City,Branch,52.0,Doctor,164.0,1.0,7707.959999999999,0,3
635.91,Debit,Jacksonville,Branch,46.0,Doctor,78.0,1.0,13267.09,0,3
205.65,Debit,Houston,Branch,62.0,Retired,144.0,1.0,3582.16,0,3
39.41,Debit,Louisville,Branch,25.0,Student,132.0,1.0,921.91,0,0
254.00000000000003,Debit,Nashville,Branch,35.0,Doctor,63.0,1.0,5788.53,0,0
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,1.0,4515.43,0,3
224.73,Debit,Miami,Branch,76.0,Retired,63.0,1.0,7551.890000000001,0,0
752.69,Debit,Dallas,ATM,65.0,Doctor,115.0,1.0,14489.69,0,1
78.5,Debit,San Jose,Branch,31.0,Doctor,41.0,1.0,13991.5,0,2
50.0,Debit,Jacksonville,ATM,53.0,Doctor,87.0,1.0,185.87,0,3
132.42,Debit,Denver,ATM,18.0,Student,164.0,1.0,726.3899999999999,0,3
11.67,Debit,Fort Worth,Branch,76.0,Retired,105.0,1.0,7458.629999999999,0,3
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,1.0,3065.87,0,0
149.02,Debit,Fort Worth,Branch,46.0,Engineer,176.0,1.0,9379.72,0,3
74.27,Debit,Memphis,Online,59.0,Doctor,148.0,1.0,13696.61,0,0
876.57,Debit,Portland,ATM,62.0,Retired,118.0,1.0,3743.6300000000006,0,2
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,1.0,14343.0,0,3
643.03,Debit,Jacksonville,Online,36.0,Engineer,52.00000000000001,1.0,2882.16,0,3
7.950000000000001,Debit,Phoenix,ATM,79.0,Retired,65.0,1.0,5631.2,0,2
270.92,Debit,Louisville,Branch,77.0,Retired,143.0,1.0,4574.43,0,0
499.47999999999996,Debit,Charlotte,ATM,24.0,Student,133.0,1.0,1242.62,0,1
841.5,Debit,Atlanta,Branch,25.0,Student,287.0,1.0,352.31,0,1
138.82,Debit,Fort Worth,Online,77.0,Retired,53.00000000000001,1.0,3100.22,0,3
231.46,Debit,Miami,Branch,60.0,Engineer,83.0,1.0,4707.24,0,0
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,1.0,7950.48,0,1
63.98,Debit,Baltimore,Online,54.0,Doctor,258.0,1.0,7954.12,0,1
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,1.0,5946.61,0,1
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,1.0,6650.71,0,1
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1.0,1268.67,0,0
18.41,Debit,Atlanta,Branch,53.0,Doctor,168.00000000000003,1.0,8287.54,0,1
471.75,Debit,San Jose,Branch,34.0,Doctor,41.0,1.0,12948.5,0,2
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,1.0,4746.71,0,0
48.05,Debit,New York,Branch,27.0,Engineer,37.99999999999999,1.0,5334.97,0,0
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1.0,1765.45,0,1
32.91,Debit,Fort Worth,Online,19.0,Student,255.0,1.0,427.3,0,3
3.8000000000000003,Debit,Denver,Branch,67.0,Retired,140.0,1.0,6285.39,0,3
31.81,Debit,Fort Worth,Online,51.0,Retired,149.0,1.0,1406.6,0,3
220.2,Debit,Boston,Online,28.0,Student,102.0,1.0,1075.15,0,1
476.03,Debit,Houston,Branch,77.0,Retired,99.0,1.0,5958.34,0,3
141.91,Debit,Miami,Branch,23.0,Student,49.0,1.0,791.9699999999999,0,0
95.83,Debit,Washington,Online,27.0,Student,91.0,1.0,1726.4,0,2
51.15,Debit,Los Angeles,Branch,46.0,Engineer,199.0,1.0,8992.25,0,0
899.2850000000002,Debit,Jacksonville,,60.0,Retired,103.0,1.0,7816.410000000001,0,3
50.75,Debit,Boston,ATM,62.0,Doctor,185.0,1.0,8271.47,0,1
185.07,Debit,Colorado Springs,Branch,22.0,Student,159.0,1.0,636.42,0,1
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,1.0,2290.1,0,2
23.38,Debit,Memphis,Branch,32.0,Engineer,112.0,1.0,9968.49,0,0
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,1.0,167.72,0,1
129.48,Debit,Seattle,ATM,31.0,Engineer,179.0,1.0,7581.7,0,2
743.03,Debit,New York,ATM,50.0,Engineer,174.0,1.0,4111.38,0,0
297.86,Debit,Milwaukee,ATM,28.0,Student,96.0,1.0,1680.14,0,0
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,1.0,5715.08,0,3
295.82,Debit,Chicago,Branch,47.0,Engineer,45.99999999999999,1.0,5897.73,0,1
302.86,Debit,Los Angeles,Online,55.0,Doctor,275.0,1.0,5239.24,0,0
81.08,Debit,Omaha,ATM,58.0,Engineer,56.0,1.0,7788.910000000001,0,0
775.6,Debit,Mesa,Branch,79.0,Retired,158.0,1.0,3898.6400000000003,0,0
178.43,Debit,Baltimore,Branch,26.0,Student,136.0,1.0,1214.93,0,1
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,1.0,927.4699999999999,0,3
17.21,Debit,Omaha,Online,23.0,Student,219.0,1.0,914.16,0,0
124.22,Debit,Charlotte,ATM,23.0,Student,172.0,1.0,9695.04,0,1
38.37,Debit,San Antonio,ATM,63.0,Doctor,135.0,1.0,8647.04,0,2
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1.0,1292.1,0,2
605.42,Debit,Mesa,ATM,21.0,Student,33.0,1.0,392.34,0,0
211.36,Debit,Austin,ATM,60.0,Engineer,40.0,1.0,9877.17,0,1
29.19,Debit,Nashville,Branch,58.0,Doctor,41.0,1.0,12059.85,0,0
701.7,Debit,Seattle,Online,61.0,Retired,64.0,1.0,6643.24,0,2
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,1.0,9903.48,0,3
410.97,Debit,Los Angeles,,22.0,Student,45.0,1.0,151.42,0,0
36.97,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,1.0,2850.92,0,2
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,1.0,10679.67,0,0
168.11,Debit,New York,Online,51.0,Doctor,12.0,1.0,10652.13,0,0
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,1.0,569.25,0,1
13.87,Debit,Phoenix,Branch,24.0,Student,20.0,1.0,954.83,0,2
642.68,Debit,Jacksonville,ATM,76.0,Retired,66.0,1.0,1831.2,0,3
175.07,Debit,Las Vegas,Online,28.0,Engineer,169.0,1.0,9274.64,0,3
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,1.0,9384.54,0,3
899.2850000000002,Debit,,ATM,67.0,Retired,52.00000000000001,1.0,1483.84,0,2
406.81,Debit,New York,Online,66.0,Retired,84.00000000000001,1.0,1968.3600000000001,0,0
256.3,Debit,New York,Online,53.0,Retired,172.0,1.0,4203.05,0,0
80.96,Debit,Jacksonville,Online,19.0,Student,97.0,1.0,959.9399999999999,0,3
95.78,Debit,Atlanta,Online,22.0,Student,26.999999999999996,1.0,271.64,0,1
379.54,Debit,Indianapolis,Branch,41.0,Doctor,118.0,1.0,12571.76,0,3
899.2850000000002,Debit,El Paso,Online,22.0,Student,65.0,1.0,8627.08,0,3
142.19,Debit,Houston,Branch,18.0,Student,26.999999999999996,1.0,524.46,0,3
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,1.0,422.32,0,3
295.18,Debit,Dallas,Branch,66.0,Doctor,30.999999999999996,1.0,12961.53,0,1
18.46,Debit,Charlotte,Branch,68.0,Retired,213.0,1.0,6381.6,0,1
603.23,Debit,Detroit,Branch,28.0,Student,48.0,1.0,117.98000000000002,0,3
54.5,Debit,Philadelphia,Branch,57.0,Retired,147.0,1.0,1715.22,0,0
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,0,2
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.00000000000001,1.0,7904.240000000001,0,1
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,0,2
211.36,Debit,Nashville,ATM,56.0,Retired,285.0,1.0,1532.72,0,0
76.39,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,0,3
595.91,Debit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.76,0,2
6.03,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,0,1
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,0,1
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,0,2
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,0,2
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,0,1
